rocket,payloads,launchpad,cores,date_utc,payload_mass,orbit,booster_version,launch_site,longitude,latitude,core_block,core_reused_count,core_serial,core_outcome,core_flights,core_gridfins,core_reused,core_legs,core_landing_pad,flight_number,landing_class
5e9d0d95eda69973a809d1ec,5eb0e4bcb6c3bb0006eeb1f5,5e9e4501f509094ba4566f84,"{'core': '5e9e28a0f359184a683b2634', 'flight': 1, 'gridfins': False, 'legs': False, 'reused': False, 'landing_attempt': True, 'landing_success': False, 'landing_type': 'Ocean', 'landpad': None}",2014-09-21T05:52:00.000Z,2216.0,ISS,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,1.0,0,B1010,False Ocean,1,False,False,False,,11,0
5e9d0d95eda69973a809d1ec,5eb0e4bdb6c3bb0006eeb1f6,5e9e4501f509094ba4566f84,"{'core': '5e9e28a0f359187a3c3b2635', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': False, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb761634e7cb'}",2015-01-10T09:47:00.000Z,2395.0,ISS,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,1.0,0,B1012,False ASDS,1,True,False,True,5e9e3032383ecb761634e7cb,12,0
5e9d0d95eda69973a809d1ec,5eb0e4bdb6c3bb0006eeb1f7,5e9e4501f509094ba4566f84,"{'core': '5e9e28a0f3591885be3b2636', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'Ocean', 'landpad': None}",2015-02-11T23:03:00.000Z,570.0,ES-L1,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,1.0,0,B1013,True Ocean,1,True,False,True,,13,1
5e9d0d95eda69973a809d1ec,5eb0e4bdb6c3bb0006eeb1fa,5e9e4501f509094ba4566f84,"{'core': '5e9e28a1f359186d533b2638', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': False, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb761634e7cb'}",2015-04-14T20:10:00.000Z,1898.0,ISS,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,1.0,0,B1015,False ASDS,1,True,False,True,5e9e3032383ecb761634e7cb,14,0
5e9d0d95eda69973a809d1ec,5eb0e4beb6c3bb0006eeb1fb,5e9e4501f509094ba4566f84,"{'core': '5e9e28a1f35918233f3b2639', 'flight': 1, 'gridfins': False, 'legs': False, 'reused': False, 'landing_attempt': False, 'landing_success': None, 'landing_type': None, 'landpad': None}",2015-04-27T23:03:00.000Z,4707.0,GTO,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,1.0,0,B1016,None None,1,False,False,False,,15,0
5e9d0d95eda69973a809d1ec,5eb0e4beb6c3bb0006eeb1fc,5e9e4501f509094ba4566f84,"{'core': '5e9e28a1f35918683c3b263a', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': None, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",2015-06-28T14:21:00.000Z,2477.0,ISS,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,1.0,0,B1018,None ASDS,1,True,False,True,5e9e3032383ecb6bb234e7ca,16,0
5e9d0d95eda69973a809d1ec,5eb0e4beb6c3bb0006eeb1fd,5e9e4501f509094ba4566f84,"{'core': '5e9e28a1f3591867753b263b', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb267a34e7c7'}",2015-12-22T01:29:00.000Z,2034.0,LEO,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,1.0,0,B1019,True RTLS,1,True,False,True,5e9e3032383ecb267a34e7c7,17,1
5e9d0d95eda69973a809d1ec,5eb0e4beb6c3bb0006eeb1fe,5e9e4502f509092b78566f87,"{'core': '5e9e28a1f3591842fa3b263c', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': False, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}",2016-01-17T15:42:00.000Z,553.0,PO,Falcon 9,VAFB SLC 4E,-120.610829,34.632093,1.0,0,B1017,False ASDS,1,True,False,True,5e9e3033383ecbb9e534e7cc,18,0
5e9d0d95eda69973a809d1ec,5eb0e4beb6c3bb0006eeb1ff,5e9e4501f509094ba4566f84,"{'core': '5e9e28a1f359188def3b263d', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': False, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",2016-03-04T23:35:00.000Z,5271.0,GTO,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,1.0,0,B1020,False ASDS,1,True,False,True,5e9e3032383ecb6bb234e7ca,19,0
5e9d0d95eda69973a809d1ec,5eb0e4bfb6c3bb0006eeb200,5e9e4501f509094ba4566f84,"{'core': '5e9e28a2f359182d0b3b263e', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",2016-04-08T20:43:00.000Z,3136.0,ISS,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,2.0,1,B1021,True ASDS,1,True,False,True,5e9e3032383ecb6bb234e7ca,20,1
5e9d0d95eda69973a809d1ec,5eb0e4bfb6c3bb0006eeb201,5e9e4501f509094ba4566f84,"{'core': '5e9e28a2f35918077b3b263f', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",2016-05-06T05:21:00.000Z,4696.0,GTO,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,2.0,0,B1022,True ASDS,1,True,False,True,5e9e3032383ecb6bb234e7ca,21,1
5e9d0d95eda69973a809d1ec,5eb0e4bfb6c3bb0006eeb202,5e9e4501f509094ba4566f84,"{'core': '5e9e28a2f3591845c73b2640', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",2016-05-27T21:39:00.000Z,3100.0,GTO,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,2.0,1,B1023,True ASDS,1,True,False,True,5e9e3032383ecb6bb234e7ca,22,1
5e9d0d95eda69973a809d1ec,5eb0e4c0b6c3bb0006eeb205,5e9e4501f509094ba4566f84,"{'core': '5e9e28a2f359187f273b2642', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb267a34e7c7'}",2016-07-18T04:45:00.000Z,2257.0,ISS,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,2.0,1,B1025,True RTLS,1,True,False,True,5e9e3032383ecb267a34e7c7,23,1
5e9d0d95eda69973a809d1ec,5eb0e4c1b6c3bb0006eeb206,5e9e4501f509094ba4566f84,"{'core': '5e9e28a2f35918b8243b2643', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",2016-08-14T05:26:00.000Z,4600.0,GTO,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,2.0,0,B1026,True ASDS,1,True,False,True,5e9e3032383ecb6bb234e7ca,24,1
5e9d0d95eda69973a809d1ec,5eb0e4c1b6c3bb0006eeb207,5e9e4501f509094ba4566f84,"{'core': '5e9e28a2f359187ee83b2644', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': None, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",2016-09-01T13:07:00.000Z,5500.0,GTO,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,3.0,0,B1028,None ASDS,1,True,False,True,5e9e3032383ecb6bb234e7ca,25,0
5e9d0d95eda69973a809d1ec,5eb0e4c2b6c3bb0006eeb208,5e9e4502f509092b78566f87,"{'core': '5e9e28a3f359189e3a3b2645', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}",2017-01-14T17:54:00.000Z,9600.0,PO,Falcon 9,VAFB SLC 4E,-120.610829,34.632093,3.0,1,B1029,True ASDS,1,True,False,True,5e9e3033383ecbb9e534e7cc,26,1
5e9d0d95eda69973a809d1ec,5eb0e4c3b6c3bb0006eeb209,5e9e4502f509094188566f88,"{'core': '5e9e28a3f3591829dc3b2646', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb267a34e7c7'}",2017-02-19T14:39:00.000Z,2490.0,ISS,Falcon 9,KSC LC 39A,-80.6039558,28.6080585,3.0,1,B1031,True RTLS,1,True,False,True,5e9e3032383ecb267a34e7c7,27,1
5e9d0d95eda69973a809d1ec,5eb0e4c3b6c3bb0006eeb20a,5e9e4502f509094188566f88,"{'core': '5e9e28a3f3591878473b2647', 'flight': 1, 'gridfins': False, 'legs': False, 'reused': False, 'landing_attempt': False, 'landing_success': None, 'landing_type': None, 'landpad': None}",2017-03-16T06:00:00.000Z,5600.0,GTO,Falcon 9,KSC LC 39A,-80.6039558,28.6080585,3.0,0,B1030,None None,1,False,False,False,,28,0
5e9d0d95eda69973a809d1ec,5eb0e4c3b6c3bb0006eeb20b,5e9e4502f509094188566f88,"{'core': '5e9e28a2f359182d0b3b263e', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",2017-03-30T22:27:00.000Z,5300.0,GTO,Falcon 9,KSC LC 39A,-80.6039558,28.6080585,2.0,1,B1021,True ASDS,2,True,True,True,5e9e3032383ecb6bb234e7ca,29,1
5e9d0d95eda69973a809d1ec,5eb0e4c3b6c3bb0006eeb20c,5e9e4502f509094188566f88,"{'core': '5e9e28a3f3591811f83b2648', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb267a34e7c7'}",2017-05-01T11:15:00.000Z,6123.547647058824,LEO,Falcon 9,KSC LC 39A,-80.6039558,28.6080585,3.0,1,B1032,True RTLS,1,True,False,True,5e9e3032383ecb267a34e7c7,30,1
5e9d0d95eda69973a809d1ec,5eb0e4c3b6c3bb0006eeb20d,5e9e4502f509094188566f88,"{'core': '5e9e28a3f359186f3f3b2649', 'flight': 1, 'gridfins': False, 'legs': False, 'reused': False, 'landing_attempt': False, 'landing_success': None, 'landing_type': None, 'landpad': None}",2017-05-15T23:21:00.000Z,6070.0,GTO,Falcon 9,KSC LC 39A,-80.6039558,28.6080585,3.0,0,B1034,None None,1,False,False,False,,31,0
5e9d0d95eda69973a809d1ec,5eb0e4c4b6c3bb0006eeb20e,5e9e4502f509094188566f88,"{'core': '5e9e28a3f3591856803b264a', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb267a34e7c7'}",2017-06-03T21:07:00.000Z,2708.0,ISS,Falcon 9,KSC LC 39A,-80.6039558,28.6080585,3.0,1,B1035,True RTLS,1,True,False,True,5e9e3032383ecb267a34e7c7,32,1
5e9d0d95eda69973a809d1ec,5eb0e4c4b6c3bb0006eeb20f,5e9e4502f509094188566f88,"{'core': '5e9e28a3f359189e3a3b2645', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",2017-06-23T19:10:00.000Z,3669.0,GTO,Falcon 9,KSC LC 39A,-80.6039558,28.6080585,3.0,1,B1029,True ASDS,2,True,True,True,5e9e3032383ecb6bb234e7ca,33,1
5e9d0d95eda69973a809d1ec,5eb0e4c4b6c3bb0006eeb210,5e9e4502f509092b78566f87,"{'core': '5e9e28a3f3591801cf3b264b', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}",2017-06-25T20:25:00.000Z,9600.0,PO,Falcon 9,VAFB SLC 4E,-120.610829,34.632093,3.0,1,B1036,True ASDS,1,True,False,True,5e9e3033383ecbb9e534e7cc,34,1
5e9d0d95eda69973a809d1ec,5eb0e4c4b6c3bb0006eeb211,5e9e4502f509094188566f88,"{'core': '5e9e28a4f3591850cc3b264c', 'flight': 1, 'gridfins': False, 'legs': False, 'reused': False, 'landing_attempt': False, 'landing_success': None, 'landing_type': None, 'landpad': None}",2017-07-05T23:35:00.000Z,6761.0,GTO,Falcon 9,KSC LC 39A,-80.6039558,28.6080585,3.0,0,B1037,None None,1,False,False,False,,35,0
5e9d0d95eda69973a809d1ec,5eb0e4c4b6c3bb0006eeb212,5e9e4502f509094188566f88,"{'core': '5e9e28a4f3591884ee3b264d', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb267a34e7c7'}",2017-08-14T16:31:00.000Z,2910.0,ISS,Falcon 9,KSC LC 39A,-80.6039558,28.6080585,4.0,1,B1039,True RTLS,1,True,False,True,5e9e3032383ecb267a34e7c7,36,1
5e9d0d95eda69973a809d1ec,5eb0e4c4b6c3bb0006eeb213,5e9e4502f509092b78566f87,"{'core': '5e9e28a4f359182d843b264e', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}",2017-08-24T18:50:00.000Z,475.0,SSO,Falcon 9,VAFB SLC 4E,-120.610829,34.632093,3.0,1,B1038,True ASDS,1,True,False,True,5e9e3033383ecbb9e534e7cc,37,1
5e9d0d95eda69973a809d1ec,5eb0e4c5b6c3bb0006eeb214,5e9e4502f509094188566f88,"{'core': '5e9e28a4f3591845123b264f', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb267a34e7c7'}",2017-09-07T13:50:00.000Z,4990.0,LEO,Falcon 9,KSC LC 39A,-80.6039558,28.6080585,4.0,1,B1040,True RTLS,1,True,False,True,5e9e3032383ecb267a34e7c7,38,1
5e9d0d95eda69973a809d1ec,5eb0e4c5b6c3bb0006eeb215,5e9e4502f509092b78566f87,"{'core': '5e9e28a4f3591843103b2650', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}",2017-10-09T12:37:00.000Z,9600.0,PO,Falcon 9,VAFB SLC 4E,-120.610829,34.632093,4.0,1,B1041,True ASDS,1,True,False,True,5e9e3033383ecbb9e534e7cc,39,1
5e9d0d95eda69973a809d1ec,5eb0e4c5b6c3bb0006eeb216,5e9e4502f509094188566f88,"{'core': '5e9e28a3f3591829dc3b2646', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",2017-10-11T22:53:00.000Z,5200.0,GTO,Falcon 9,KSC LC 39A,-80.6039558,28.6080585,3.0,1,B1031,True ASDS,2,True,True,True,5e9e3032383ecb6bb234e7ca,40,1
5e9d0d95eda69973a809d1ec,5eb0e4c5b6c3bb0006eeb217,5e9e4502f509094188566f88,"{'core': '5e9e28a4f359185cc03b2651', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",2017-10-30T19:34:00.000Z,3700.0,GTO,Falcon 9,KSC LC 39A,-80.6039558,28.6080585,4.0,0,B1042,True ASDS,1,True,False,True,5e9e3032383ecb6bb234e7ca,41,1
5e9d0d95eda69973a809d1ec,5eb0e4c5b6c3bb0006eeb218,5e9e4501f509094ba4566f84,"{'core': '5e9e28a3f3591856803b264a', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb267a34e7c7'}",2017-12-15T15:36:00.000Z,2205.0,ISS,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,3.0,1,B1035,True RTLS,2,True,True,True,5e9e3032383ecb267a34e7c7,42,1
5e9d0d95eda69973a809d1ec,5eb0e4c6b6c3bb0006eeb219,5e9e4502f509092b78566f87,"{'core': '5e9e28a3f3591801cf3b264b', 'flight': 2, 'gridfins': True, 'legs': False, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'Ocean', 'landpad': None}",2017-12-23T01:27:23.000Z,9600.0,PO,Falcon 9,VAFB SLC 4E,-120.610829,34.632093,3.0,1,B1036,True Ocean,2,True,True,False,,43,1
5e9d0d95eda69973a809d1ec,5eb0e4c6b6c3bb0006eeb21a,5e9e4501f509094ba4566f84,"{'core': '5e9e28a4f35918345e3b2652', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb267a34e7c7'}",2018-01-08T01:00:00.000Z,6123.547647058824,LEO,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,4.0,1,B1043,True RTLS,1,True,False,True,5e9e3032383ecb267a34e7c7,44,1
5e9d0d95eda69973a809d1ec,5eb0e4c6b6c3bb0006eeb21b,5e9e4501f509094ba4566f84,"{'core': '5e9e28a3f3591811f83b2648', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'Ocean', 'landpad': None}",2018-01-31T21:25:00.000Z,4230.0,GTO,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,3.0,1,B1032,True Ocean,2,True,True,True,,45,1
5e9d0d95eda69973a809d1ec,5eb0e4c7b6c3bb0006eeb21f,5e9e4501f509094ba4566f84,"{'core': '5e9e28a5f359186cb73b2654', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': False, 'landing_success': None, 'landing_type': None, 'landpad': None}",2018-03-06T05:33:00.000Z,6092.0,GTO,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,4.0,0,B1044,None None,1,True,False,True,,46,0
5e9d0d95eda69973a809d1ec,5eb0e4c7b6c3bb0006eeb220,5e9e4502f509092b78566f87,"{'core': '5e9e28a4f3591843103b2650', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': False, 'landing_success': None, 'landing_type': None, 'landpad': None}",2018-03-30T14:13:51.000Z,9600.0,PO,Falcon 9,VAFB SLC 4E,-120.610829,34.632093,4.0,1,B1041,None None,2,True,True,True,,47,0
5e9d0d95eda69973a809d1ec,5eb0e4c7b6c3bb0006eeb221,5e9e4501f509094ba4566f84,"{'core': '5e9e28a4f3591884ee3b264d', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': False, 'landing_success': None, 'landing_type': None, 'landpad': None}",2018-04-02T20:30:41.000Z,2760.0,ISS,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,4.0,1,B1039,None None,2,True,True,True,,48,0
5e9d0d95eda69973a809d1ec,5eb0e4c7b6c3bb0006eeb222,5e9e4501f509094ba4566f84,"{'core': '5e9e28a5f35918863d3b2655', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",2018-04-18T22:51:00.000Z,350.0,HEO,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,4.0,1,B1045,True ASDS,1,True,False,True,5e9e3032383ecb6bb234e7ca,49,1
5e9d0d95eda69973a809d1ec,5eb0e4c7b6c3bb0006eeb223,5e9e4502f509094188566f88,"{'core': '5e9e28a5f359182b023b2656', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",2018-05-11T20:14:00.000Z,3750.0,GTO,Falcon 9,KSC LC 39A,-80.6039558,28.6080585,5.0,3,B1046,True ASDS,1,True,False,True,5e9e3032383ecb6bb234e7ca,50,1
5e9d0d95eda69973a809d1ec,5eb0e4c8b6c3bb0006eeb226,5e9e4501f509094ba4566f84,"{'core': '5e9e28a4f3591845123b264f', 'flight': 2, 'gridfins': False, 'legs': False, 'reused': True, 'landing_attempt': False, 'landing_success': None, 'landing_type': None, 'landpad': None}",2018-06-04T04:45:00.000Z,5383.85,GTO,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,4.0,1,B1040,None None,2,False,True,False,,51,0
5e9d0d95eda69973a809d1ec,5eb0e4c8b6c3bb0006eeb227,5e9e4501f509094ba4566f84,"{'core': '5e9e28a5f35918863d3b2655', 'flight': 2, 'gridfins': False, 'legs': False, 'reused': True, 'landing_attempt': False, 'landing_success': None, 'landing_type': None, 'landpad': None}",2018-06-29T09:42:00.000Z,2410.0,ISS,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,4.0,1,B1045,None None,2,False,True,False,,52,0
5e9d0d95eda69973a809d1ec,5eb0e4c8b6c3bb0006eeb228,5e9e4501f509094ba4566f84,"{'core': '5e9e28a5f359181eed3b2657', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",2018-07-22T05:50:00.000Z,7076.0,GTO,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,5.0,2,B1047,True ASDS,1,True,False,True,5e9e3032383ecb6bb234e7ca,53,1
5e9d0d95eda69973a809d1ec,5eb0e4c9b6c3bb0006eeb229,5e9e4502f509092b78566f87,"{'core': '5e9e28a5f3591809c03b2658', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}",2018-07-25T11:39:26.000Z,9600.0,PO,Falcon 9,VAFB SLC 4E,-120.610829,34.632093,5.0,4,B1048,True ASDS,1,True,False,True,5e9e3033383ecbb9e534e7cc,54,1
